P;PID;FLC;FLC3
-0.00892939;-5.83634e-006;3.81295e-006;-3.39708e-007
-0.0086344;-6.14987e-006;3.3173e-006;-3.10572e-007
-0.00832946;-6.45568e-006;2.80914e-006;-2.82216e-007
-0.00801539;-6.75395e-006;2.29477e-006;-2.54727e-007
-0.00769302;-7.04487e-006;1.78006e-006;-2.28181e-007
-0.0073632;-7.32862e-006;1.27041e-006;-2.02642e-007
-0.00702674;-7.60539e-006;7.7077e-007;-1.78168e-007
-0.00668446;-7.87533e-006;2.85616e-007;-1.54806e-007
-0.00633716;-8.13862e-006;-1.81058e-007;-1.32594e-007
-0.00598566;-8.39542e-006;-6.25734e-007;-1.11562e-007
-0.00563074;-8.6459e-006;-1.04537e-006;-9.17315e-008
-0.00527317;-8.8902e-006;-1.43728e-006;-7.31165e-008
-0.00491373;-9.12848e-006;-1.79905e-006;-5.57234e-008
-0.00455316;-9.36088e-006;-2.12852e-006;-3.95514e-008
-0.00419219;-9.58756e-006;-2.42381e-006;-2.45938e-008
-0.00383155;-9.80865e-006;-2.68337e-006;-1.08374e-008
-0.00347193;-1.00243e-005;-2.90598e-006;1.73626e-009
-0.00311402;-1.02346e-005;-3.09074e-006;1.31508e-008
-0.00275847;-1.04397e-005;-3.23713e-006;2.34345e-008
-0.00240594;-1.06398e-005;-3.34494e-006;3.26193e-008
-0.00205704;-1.08349e-005;-3.41436e-006;4.07376e-008
-0.00171236;-1.10253e-005;-3.44631e-006;4.78223e-008
-0.00137249;-1.12109e-005;-3.44234e-006;5.39062e-008
-0.00103798;-1.13919e-005;-3.40459e-006;5.90222e-008
-0.000709357;-1.15685e-005;-3.33565e-006;6.32033e-008
-0.000387128;-1.17407e-005;-3.23849e-006;6.64822e-008
-7.17743e-005;-1.19087e-005;-3.11609e-006;6.88919e-008
0.000236249;-1.20725e-005;-2.97147e-006;7.04653e-008
0.00053651;-1.22322e-005;-2.80758e-006;7.12443e-008
0.000828604;-1.23881e-005;-2.62737e-006;7.12807e-008
0.00111215;-1.254e-005;-2.43369e-006;7.06341e-008
0.0013868;-1.26883e-005;-2.22932e-006;6.93689e-008
0.00165221;-1.28328e-005;-2.01692e-006;6.75518e-008
0.0019081;-1.29738e-005;-1.79905e-006;6.52473e-008
0.00215418;-1.31113e-005;-1.57811e-006;6.25173e-008
0.00239019;-1.32454e-005;-1.35638e-006;5.94214e-008
0.00261593;-1.33762e-005;-1.13598e-006;5.60159e-008
0.00283118;-1.35038e-005;-9.18836e-007;5.23547e-008
0.00303578;-1.36282e-005;-7.06748e-007;4.84884e-008
0.00322956;-1.37496e-005;-5.01322e-007;4.44648e-008
0.00341242;-1.38679e-005;-3.03994e-007;4.03285e-008
0.00358425;-1.39833e-005;-1.16026e-007;3.6121e-008
0.00374497;-1.40959e-005;6.14938e-008;3.18809e-008
0.00389453;-1.42057e-005;2.27647e-007;2.76434e-008
0.00403291;-1.43128e-005;3.81682e-007;2.3441e-008
0.00416009;-1.44172e-005;5.22947e-007;1.93031e-008
0.00427609;-1.4519e-005;6.50786e-007;1.52562e-008
0.00438095;-1.46184e-005;7.64568e-007;1.13238e-008
0.00447473;-1.47153e-005;8.63709e-007;7.52683e-009
0.0045575;-1.48098e-005;9.47697e-007;3.88346e-009
0.00462937;-1.49019e-005;1.01611e-006;4.09336e-010
0.00469044;-1.49918e-005;1.06864e-006;-2.88239e-009
0.00474086;-1.50795e-005;1.10508e-006;-5.9809e-009
0.00478079;-1.5165e-005;1.12538e-006;-8.87757e-009
0.00481038;-1.52484e-005;1.12982e-006;-1.15669e-008
0.00482983;-1.53297e-005;1.11912e-006;-1.40463e-008
0.00483934;-1.5409e-005;1.09437e-006;-1.63159e-008
0.00483912;-1.54864e-005;1.05694e-006;-1.83778e-008
0.00482941;-1.55618e-005;1.00831e-006;-2.02362e-008
0.00481046;-1.56354e-005;9.49937e-007;-2.1897e-008
0.00478251;-1.57072e-005;8.8323e-007;-2.33674e-008
0.00474583;-1.57772e-005;8.09575e-007;-2.46557e-008
0.00470071;-1.58455e-005;7.30309e-007;-2.57713e-008
0.00464743;-1.5912e-005;6.46712e-007;-2.67239e-008
0.00458629;-1.5977e-005;5.60004e-007;-2.75228e-008
0.0045176;-1.60403e-005;4.71339e-007;-2.81762e-008
0.00444167;-1.61021e-005;3.81795e-007;-2.86916e-008
0.00435882;-1.61624e-005;2.92379e-007;-2.90759e-008
0.00426937;-1.62211e-005;2.04016e-007;-2.93353e-008
0.00417367;-1.62785e-005;1.17549e-007;-2.94759e-008
0.00407204;-1.63344e-005;3.37423e-008;-2.9503e-008
0.00396483;-1.63889e-005;-4.67268e-008;-2.94219e-008
0.00385237;-1.64421e-005;-1.23262e-007;-2.92377e-008
0.00373502;-1.64939e-005;-1.95349e-007;-2.89551e-008
0.00361312;-1.65445e-005;-2.6253e-007;-2.85794e-008
0.00348701;-1.65938e-005;-3.24393e-007;-2.81159e-008
0.00335705;-1.6642e-005;-3.8057e-007;-2.75706e-008
0.00322358;-1.66889e-005;-4.30747e-007;-2.69497e-008
0.00308694;-1.67347e-005;-4.74665e-007;-2.62594e-008
0.00294748;-1.67793e-005;-5.12121e-007;-2.55064e-008
